,0,1,2
59,ILSVRC2012_val_00037760.JPEG,cloak,501
60,ILSVRC2012_val_00033789.JPEG,cloak,501
61,ILSVRC2012_val_00041131.JPEG,cloak,501
62,ILSVRC2012_val_00019188.JPEG,cloak,501
63,ILSVRC2012_val_00005372.JPEG,cradle,516
64,ILSVRC2012_val_00010193.JPEG,cradle,516
65,ILSVRC2012_val_00010259.JPEG,cradle,516
66,ILSVRC2012_val_00025826.JPEG,binoculars,447
67,ILSVRC2012_val_00032772.JPEG,binoculars,447
68,ILSVRC2012_val_00015345.JPEG,binoculars,447
69,ILSVRC2012_val_00021033.JPEG,binoculars,447
70,ILSVRC2012_val_00043589.JPEG,binoculars,447
71,ILSVRC2012_val_00016179.JPEG,hotdog,934
72,ILSVRC2012_val_00015811.JPEG,hotdog,934
73,ILSVRC2012_val_00029990.JPEG,hotdog,934
74,ILSVRC2012_val_00022346.JPEG,tripod,872
75,ILSVRC2012_val_00011069.JPEG,tripod,872
76,ILSVRC2012_val_00033169.JPEG,tripod,872
77,ILSVRC2012_val_00019588.JPEG,carbonara,959
78,ILSVRC2012_val_00004837.JPEG,carbonara,959
79,ILSVRC2012_val_00022626.JPEG,wallaby,104
80,ILSVRC2012_val_00040619.JPEG,wallaby,104
81,ILSVRC2012_val_00045245.JPEG,wallaby,104
82,ILSVRC2012_val_00014730.JPEG,Border terrier,182
83,ILSVRC2012_val_00004511.JPEG,Border terrier,182
84,ILSVRC2012_val_00025302.JPEG,Border terrier,182
85,ILSVRC2012_val_00034662.JPEG,fountain,562
86,ILSVRC2012_val_00013530.JPEG,fountain,562
87,ILSVRC2012_val_00006101.JPEG,fountain,562
88,ILSVRC2012_val_00001350.JPEG,fountain,562
89,ILSVRC2012_val_00048952.JPEG,cock,7
90,ILSVRC2012_val_00012484.JPEG,cock,7
91,ILSVRC2012_val_00019101.JPEG,cock,7
92,ILSVRC2012_val_00006596.JPEG,moped,665
93,ILSVRC2012_val_00000717.JPEG,moped,665
94,ILSVRC2012_val_00006644.JPEG,moped,665
95,ILSVRC2012_val_00044500.JPEG,oxcart,690
96,ILSVRC2012_val_00026732.JPEG,oxcart,690
97,ILSVRC2012_val_00006718.JPEG,oxcart,690
98,ILSVRC2012_val_00028701.JPEG,remote control,761
99,ILSVRC2012_val_00016214.JPEG,remote control,761
100,ILSVRC2012_val_00002910.JPEG,remote control,761
101,ILSVRC2012_val_00002791.JPEG,African grey,87
102,ILSVRC2012_val_00009194.JPEG,African grey,87
103,ILSVRC2012_val_00038169.JPEG,African grey,87
104,ILSVRC2012_val_00009250.JPEG,Pekinese,154
105,ILSVRC2012_val_00020926.JPEG,Pekinese,154
106,ILSVRC2012_val_00009576.JPEG,Pekinese,154
107,ILSVRC2012_val_00007111.JPEG,Pekinese,154
108,ILSVRC2012_val_00019446.JPEG,ram,348
109,ILSVRC2012_val_00017145.JPEG,ram,348
110,ILSVRC2012_val_00049454.JPEG,tank,847
111,ILSVRC2012_val_00034135.JPEG,tank,847
112,ILSVRC2012_val_00002120.JPEG,tank,847
113,ILSVRC2012_val_00014995.JPEG,Dandie Dinmont,194
114,ILSVRC2012_val_00030910.JPEG,Dandie Dinmont,194
115,ILSVRC2012_val_00044284.JPEG,Dandie Dinmont,194
116,ILSVRC2012_val_00030620.JPEG,Dandie Dinmont,194
117,ILSVRC2012_val_00035844.JPEG,Dandie Dinmont,194
118,ILSVRC2012_val_00003380.JPEG,Dandie Dinmont,194
119,ILSVRC2012_val_00012834.JPEG,Dandie Dinmont,194
120,ILSVRC2012_val_00004442.JPEG,lumbermill,634
121,ILSVRC2012_val_00013631.JPEG,lumbermill,634
122,ILSVRC2012_val_00046301.JPEG,lumbermill,634
123,ILSVRC2012_val_00023096.JPEG,pickup,717
124,ILSVRC2012_val_00021802.JPEG,pickup,717
125,ILSVRC2012_val_00049789.JPEG,pickup,717
126,ILSVRC2012_val_00009307.JPEG,gar,395
127,ILSVRC2012_val_00017079.JPEG,gar,395
128,ILSVRC2012_val_00030098.JPEG,gar,395
129,ILSVRC2012_val_00025810.JPEG,gar,395
130,ILSVRC2012_val_00005451.JPEG,burrito,965
131,ILSVRC2012_val_00026100.JPEG,burrito,965
132,ILSVRC2012_val_00046107.JPEG,burrito,965
133,ILSVRC2012_val_00029061.JPEG,burrito,965
134,ILSVRC2012_val_00022155.JPEG,lacewing,318
135,ILSVRC2012_val_00025589.JPEG,lacewing,318
136,ILSVRC2012_val_00016888.JPEG,lacewing,318
137,ILSVRC2012_val_00031524.JPEG,lacewing,318
138,ILSVRC2012_val_00005006.JPEG,cheetah,293
139,ILSVRC2012_val_00041296.JPEG,cheetah,293
140,ILSVRC2012_val_00007031.JPEG,cheetah,293
141,ILSVRC2012_val_00040517.JPEG,carton,478
142,ILSVRC2012_val_00043603.JPEG,carton,478
143,ILSVRC2012_val_00041631.JPEG,carton,478
144,ILSVRC2012_val_00035566.JPEG,Siamese cat,284
145,ILSVRC2012_val_00011528.JPEG,Siamese cat,284
146,ILSVRC2012_val_00034254.JPEG,Siamese cat,284
147,ILSVRC2012_val_00033878.JPEG,apron,411
148,ILSVRC2012_val_00027623.JPEG,apron,411
149,ILSVRC2012_val_00040686.JPEG,apron,411
150,ILSVRC2012_val_00022454.JPEG,restaurant,762
151,ILSVRC2012_val_00003807.JPEG,restaurant,762
152,ILSVRC2012_val_00044550.JPEG,restaurant,762
153,ILSVRC2012_val_00038538.JPEG,titi,380
154,ILSVRC2012_val_00002717.JPEG,titi,380
155,ILSVRC2012_val_00036953.JPEG,titi,380
156,ILSVRC2012_val_00043695.JPEG,titi,380
157,ILSVRC2012_val_00010527.JPEG,menu,922
158,ILSVRC2012_val_00042392.JPEG,menu,922
159,ILSVRC2012_val_00044468.JPEG,menu,922
160,ILSVRC2012_val_00003339.JPEG,menu,922
161,ILSVRC2012_val_00042087.JPEG,menu,922
162,ILSVRC2012_val_00014947.JPEG,langur,374
163,ILSVRC2012_val_00025546.JPEG,langur,374
164,ILSVRC2012_val_00038601.JPEG,langur,374
165,ILSVRC2012_val_00045256.JPEG,garter snake,57
166,ILSVRC2012_val_00034251.JPEG,garter snake,57
167,ILSVRC2012_val_00015988.JPEG,apiary,410
168,ILSVRC2012_val_00036882.JPEG,apiary,410
169,ILSVRC2012_val_00002391.JPEG,apiary,410
170,ILSVRC2012_val_00012862.JPEG,torch,862
171,ILSVRC2012_val_00045788.JPEG,torch,862
172,ILSVRC2012_val_00022750.JPEG,torch,862
173,ILSVRC2012_val_00018088.JPEG,torch,862
174,ILSVRC2012_val_00007283.JPEG,jellyfish,107
175,ILSVRC2012_val_00000063.JPEG,jellyfish,107
176,ILSVRC2012_val_00026530.JPEG,jellyfish,107
177,ILSVRC2012_val_00015443.JPEG,jellyfish,107
178,ILSVRC2012_val_00018952.JPEG,jellyfish,107
179,ILSVRC2012_val_00003712.JPEG,gibbon,368
180,ILSVRC2012_val_00025031.JPEG,gibbon,368
181,ILSVRC2012_val_00046137.JPEG,gibbon,368
182,ILSVRC2012_val_00006256.JPEG,gibbon,368
183,ILSVRC2012_val_00046590.JPEG,gibbon,368
184,ILSVRC2012_val_00024672.JPEG,digital watch,531
185,ILSVRC2012_val_00003455.JPEG,digital watch,531
186,ILSVRC2012_val_00011421.JPEG,digital watch,531
187,ILSVRC2012_val_00045934.JPEG,digital watch,531
188,ILSVRC2012_val_00019037.JPEG,web site,916
189,ILSVRC2012_val_00030085.JPEG,web site,916
190,ILSVRC2012_val_00005200.JPEG,web site,916
191,ILSVRC2012_val_00023468.JPEG,puffer,397
192,ILSVRC2012_val_00038928.JPEG,puffer,397
193,ILSVRC2012_val_00018824.JPEG,puffer,397
194,ILSVRC2012_val_00048574.JPEG,green snake,55
195,ILSVRC2012_val_00007710.JPEG,green snake,55
196,ILSVRC2012_val_00000029.JPEG,green snake,55
197,ILSVRC2012_val_00047333.JPEG,junco,13
198,ILSVRC2012_val_00027831.JPEG,junco,13
199,ILSVRC2012_val_00001915.JPEG,junco,13
200,ILSVRC2012_val_00004245.JPEG,junco,13
201,ILSVRC2012_val_00042948.JPEG,picket fence,716
202,ILSVRC2012_val_00015816.JPEG,picket fence,716
203,ILSVRC2012_val_00000626.JPEG,picket fence,716
204,ILSVRC2012_val_00033894.JPEG,neck brace,678
205,ILSVRC2012_val_00044290.JPEG,neck brace,678
206,ILSVRC2012_val_00015284.JPEG,neck brace,678
207,ILSVRC2012_val_00010868.JPEG,neck brace,678
208,ILSVRC2012_val_00034588.JPEG,rain barrel,756
209,ILSVRC2012_val_00046223.JPEG,rain barrel,756
210,ILSVRC2012_val_00020533.JPEG,rain barrel,756
211,ILSVRC2012_val_00013629.JPEG,cardigan,474
212,ILSVRC2012_val_00008307.JPEG,cardigan,474
213,ILSVRC2012_val_00003338.JPEG,cardigan,474
214,ILSVRC2012_val_00002963.JPEG,cardigan,474
215,ILSVRC2012_val_00035991.JPEG,piggy bank,719
216,ILSVRC2012_val_00019641.JPEG,piggy bank,719
217,ILSVRC2012_val_00015347.JPEG,piggy bank,719
218,ILSVRC2012_val_00035065.JPEG,piggy bank,719
219,ILSVRC2012_val_00011683.JPEG,gown,578
220,ILSVRC2012_val_00002892.JPEG,gown,578
221,ILSVRC2012_val_00045534.JPEG,gown,578
222,ILSVRC2012_val_00035004.JPEG,gown,578
223,ILSVRC2012_val_00046481.JPEG,caldron,469
224,ILSVRC2012_val_00002947.JPEG,caldron,469
225,ILSVRC2012_val_00017886.JPEG,caldron,469
226,ILSVRC2012_val_00033833.JPEG,dowitcher,142
227,ILSVRC2012_val_00026178.JPEG,dowitcher,142
228,ILSVRC2012_val_00031448.JPEG,dowitcher,142
229,ILSVRC2012_val_00029782.JPEG,dowitcher,142
230,ILSVRC2012_val_00015821.JPEG,dingo,273
231,ILSVRC2012_val_00012401.JPEG,dingo,273
232,ILSVRC2012_val_00036908.JPEG,dingo,273
233,ILSVRC2012_val_00038489.JPEG,dingo,273
234,ILSVRC2012_val_00011586.JPEG,English foxhound,167
235,ILSVRC2012_val_00004774.JPEG,English foxhound,167
236,ILSVRC2012_val_00006505.JPEG,English foxhound,167
237,ILSVRC2012_val_00002246.JPEG,English foxhound,167
238,ILSVRC2012_val_00001128.JPEG,English foxhound,167
239,ILSVRC2012_val_00034690.JPEG,English foxhound,167
240,ILSVRC2012_val_00005463.JPEG,cup,968
241,ILSVRC2012_val_00015509.JPEG,cup,968
242,ILSVRC2012_val_00047825.JPEG,cup,968
243,ILSVRC2012_val_00030068.JPEG,cup,968
244,ILSVRC2012_val_00021641.JPEG,breastplate,461
245,ILSVRC2012_val_00030994.JPEG,breastplate,461
246,ILSVRC2012_val_00037025.JPEG,breastplate,461
247,ILSVRC2012_val_00013983.JPEG,breastplate,461
248,ILSVRC2012_val_00041071.JPEG,hook,600
249,ILSVRC2012_val_00012674.JPEG,hook,600
250,ILSVRC2012_val_00045853.JPEG,hook,600
251,ILSVRC2012_val_00043036.JPEG,letter opener,623
252,ILSVRC2012_val_00045471.JPEG,letter opener,623
253,ILSVRC2012_val_00033478.JPEG,letter opener,623
254,ILSVRC2012_val_00022493.JPEG,letter opener,623
255,ILSVRC2012_val_00001977.JPEG,letter opener,623
256,ILSVRC2012_val_00024176.JPEG,hare,331
257,ILSVRC2012_val_00038648.JPEG,hare,331
258,ILSVRC2012_val_00033347.JPEG,hare,331
259,ILSVRC2012_val_00001217.JPEG,hare,331
260,ILSVRC2012_val_00042759.JPEG,hare,331
261,ILSVRC2012_val_00040040.JPEG,cocker spaniel,219
262,ILSVRC2012_val_00020250.JPEG,cocker spaniel,219
263,ILSVRC2012_val_00017713.JPEG,cocker spaniel,219
264,ILSVRC2012_val_00003530.JPEG,cocker spaniel,219
265,ILSVRC2012_val_00007471.JPEG,gas pump,571
266,ILSVRC2012_val_00045944.JPEG,gas pump,571
267,ILSVRC2012_val_00046178.JPEG,gas pump,571
268,ILSVRC2012_val_00044734.JPEG,gas pump,571
269,ILSVRC2012_val_00019327.JPEG,Australian terrier,193
270,ILSVRC2012_val_00035298.JPEG,Australian terrier,193
271,ILSVRC2012_val_00043474.JPEG,Australian terrier,193
272,ILSVRC2012_val_00021130.JPEG,Indian cobra,63
273,ILSVRC2012_val_00030303.JPEG,Indian cobra,63
274,ILSVRC2012_val_00014457.JPEG,Indian cobra,63
275,ILSVRC2012_val_00042111.JPEG,Indian cobra,63
276,ILSVRC2012_val_00003143.JPEG,Indian cobra,63
277,ILSVRC2012_val_00004525.JPEG,wok,909
278,ILSVRC2012_val_00020778.JPEG,wok,909
279,ILSVRC2012_val_00048345.JPEG,wok,909
280,ILSVRC2012_val_00017931.JPEG,black swan,100
281,ILSVRC2012_val_00017441.JPEG,black swan,100
282,ILSVRC2012_val_00027816.JPEG,black swan,100
283,ILSVRC2012_val_00010035.JPEG,black swan,100
284,ILSVRC2012_val_00004783.JPEG,crutch,523
285,ILSVRC2012_val_00035895.JPEG,crutch,523
286,ILSVRC2012_val_00040690.JPEG,crutch,523
287,ILSVRC2012_val_00044432.JPEG,crutch,523
288,ILSVRC2012_val_00016028.JPEG,crutch,523
289,ILSVRC2012_val_00006538.JPEG,maillot,639
290,ILSVRC2012_val_00031620.JPEG,maillot,639
291,ILSVRC2012_val_00045072.JPEG,maillot,639
292,ILSVRC2012_val_00043449.JPEG,maillot,639
293,ILSVRC2012_val_00011578.JPEG,mortarboard,667
294,ILSVRC2012_val_00019763.JPEG,mortarboard,667
295,ILSVRC2012_val_00035779.JPEG,mortarboard,667
296,ILSVRC2012_val_00026132.JPEG,mortarboard,667
297,ILSVRC2012_val_00021591.JPEG,mortarboard,667
298,ILSVRC2012_val_00021467.JPEG,dough,961
299,ILSVRC2012_val_00024061.JPEG,dough,961
300,ILSVRC2012_val_00028806.JPEG,dough,961
301,ILSVRC2012_val_00033407.JPEG,dough,961
302,ILSVRC2012_val_00044680.JPEG,agaric,992
303,ILSVRC2012_val_00017627.JPEG,agaric,992
304,ILSVRC2012_val_00036604.JPEG,pirate,724
305,ILSVRC2012_val_00032776.JPEG,pirate,724
306,ILSVRC2012_val_00022353.JPEG,pirate,724
307,ILSVRC2012_val_00003230.JPEG,pirate,724
308,ILSVRC2012_val_00011087.JPEG,Dungeness crab,118
309,ILSVRC2012_val_00030396.JPEG,Dungeness crab,118
310,ILSVRC2012_val_00023991.JPEG,Dungeness crab,118
311,ILSVRC2012_val_00028380.JPEG,Dungeness crab,118
312,ILSVRC2012_val_00039445.JPEG,great white shark,2
313,ILSVRC2012_val_00014467.JPEG,great white shark,2
314,ILSVRC2012_val_00027514.JPEG,great white shark,2
315,ILSVRC2012_val_00030127.JPEG,great white shark,2
316,ILSVRC2012_val_00019409.JPEG,great white shark,2
317,ILSVRC2012_val_00021552.JPEG,mask,643
318,ILSVRC2012_val_00031381.JPEG,mask,643
319,ILSVRC2012_val_00021800.JPEG,mask,643
320,ILSVRC2012_val_00020613.JPEG,Italian greyhound,171
321,ILSVRC2012_val_00008997.JPEG,Italian greyhound,171
322,ILSVRC2012_val_00035423.JPEG,Italian greyhound,171
323,ILSVRC2012_val_00002325.JPEG,Italian greyhound,171
324,ILSVRC2012_val_00016928.JPEG,lakeside,975
325,ILSVRC2012_val_00038916.JPEG,lakeside,975
326,ILSVRC2012_val_00043221.JPEG,lakeside,975
327,ILSVRC2012_val_00032715.JPEG,lakeside,975
328,ILSVRC2012_val_00023615.JPEG,Siberian husky,250
329,ILSVRC2012_val_00041189.JPEG,Siberian husky,250
330,ILSVRC2012_val_00030708.JPEG,Siberian husky,250
331,ILSVRC2012_val_00034263.JPEG,Siberian husky,250
332,ILSVRC2012_val_00000192.JPEG,park bench,703
333,ILSVRC2012_val_00040534.JPEG,park bench,703
334,ILSVRC2012_val_00021669.JPEG,consomme,925
335,ILSVRC2012_val_00031813.JPEG,consomme,925
336,ILSVRC2012_val_00004000.JPEG,consomme,925
337,ILSVRC2012_val_00001308.JPEG,consomme,925
338,ILSVRC2012_val_00031615.JPEG,stupa,832
339,ILSVRC2012_val_00011607.JPEG,stupa,832
340,ILSVRC2012_val_00016767.JPEG,stupa,832
341,ILSVRC2012_val_00024070.JPEG,stupa,832
342,ILSVRC2012_val_00031878.JPEG,cab,468
343,ILSVRC2012_val_00044318.JPEG,cab,468
344,ILSVRC2012_val_00048951.JPEG,cab,468
345,ILSVRC2012_val_00004302.JPEG,sea lion,150
346,ILSVRC2012_val_00013809.JPEG,sea lion,150
347,ILSVRC2012_val_00032540.JPEG,sea lion,150
348,ILSVRC2012_val_00012187.JPEG,albatross,146
349,ILSVRC2012_val_00008056.JPEG,albatross,146
350,ILSVRC2012_val_00029223.JPEG,albatross,146
351,ILSVRC2012_val_00005153.JPEG,marmoset,377
352,ILSVRC2012_val_00008188.JPEG,marmoset,377
353,ILSVRC2012_val_00044704.JPEG,marmoset,377
354,ILSVRC2012_val_00039866.JPEG,marmoset,377
355,ILSVRC2012_val_00002936.JPEG,marmoset,377
356,ILSVRC2012_val_00038905.JPEG,toilet tissue,999
357,ILSVRC2012_val_00046353.JPEG,toilet tissue,999
358,ILSVRC2012_val_00049174.JPEG,toilet tissue,999
359,ILSVRC2012_val_00044368.JPEG,toilet tissue,999
360,ILSVRC2012_val_00013028.JPEG,toilet tissue,999
361,ILSVRC2012_val_00008051.JPEG,mongoose,298
362,ILSVRC2012_val_00033747.JPEG,mongoose,298
363,ILSVRC2012_val_00039800.JPEG,mongoose,298
364,ILSVRC2012_val_00010444.JPEG,washbasin,896
365,ILSVRC2012_val_00025052.JPEG,washbasin,896
366,ILSVRC2012_val_00041632.JPEG,washbasin,896
367,ILSVRC2012_val_00015991.JPEG,washbasin,896
368,ILSVRC2012_val_00031261.JPEG,washbasin,896
369,ILSVRC2012_val_00011577.JPEG,washbasin,896
370,ILSVRC2012_val_00005210.JPEG,eel,390
371,ILSVRC2012_val_00001747.JPEG,eel,390
372,ILSVRC2012_val_00034488.JPEG,eel,390
373,ILSVRC2012_val_00044395.JPEG,eel,390
374,ILSVRC2012_val_00048315.JPEG,Shetland sheepdog,230
375,ILSVRC2012_val_00019764.JPEG,Shetland sheepdog,230
376,ILSVRC2012_val_00045056.JPEG,Shetland sheepdog,230
377,ILSVRC2012_val_00020678.JPEG,Shetland sheepdog,230
378,ILSVRC2012_val_00036641.JPEG,lawn mower,621
379,ILSVRC2012_val_00033704.JPEG,lawn mower,621
380,ILSVRC2012_val_00026632.JPEG,lawn mower,621
381,ILSVRC2012_val_00021827.JPEG,cuirass,524
382,ILSVRC2012_val_00006706.JPEG,cuirass,524
383,ILSVRC2012_val_00023873.JPEG,cuirass,524
384,ILSVRC2012_val_00005956.JPEG,cuirass,524
385,ILSVRC2012_val_00027260.JPEG,cuirass,524
386,ILSVRC2012_val_00022760.JPEG,speedboat,814
387,ILSVRC2012_val_00041179.JPEG,speedboat,814
388,ILSVRC2012_val_00008630.JPEG,speedboat,814
389,ILSVRC2012_val_00007911.JPEG,speedboat,814
390,ILSVRC2012_val_00000977.JPEG,artichoke,944
391,ILSVRC2012_val_00000443.JPEG,artichoke,944
392,ILSVRC2012_val_00012744.JPEG,artichoke,944
393,ILSVRC2012_val_00039161.JPEG,artichoke,944
394,ILSVRC2012_val_00044649.JPEG,centipede,79
395,ILSVRC2012_val_00040763.JPEG,centipede,79
396,ILSVRC2012_val_00020046.JPEG,centipede,79
397,ILSVRC2012_val_00005536.JPEG,centipede,79
398,ILSVRC2012_val_00021056.JPEG,kite,21
399,ILSVRC2012_val_00000073.JPEG,kite,21
400,ILSVRC2012_val_00045746.JPEG,kite,21
401,ILSVRC2012_val_00020710.JPEG,kite,21
402,ILSVRC2012_val_00032115.JPEG,wig,903
403,ILSVRC2012_val_00012719.JPEG,wig,903
404,ILSVRC2012_val_00003515.JPEG,wig,903
405,ILSVRC2012_val_00043314.JPEG,wig,903
406,ILSVRC2012_val_00015105.JPEG,wig,903
407,ILSVRC2012_val_00005990.JPEG,wig,903
408,ILSVRC2012_val_00012244.JPEG,wig,903
409,ILSVRC2012_val_00048664.JPEG,pelican,144
410,ILSVRC2012_val_00019198.JPEG,pelican,144
411,ILSVRC2012_val_00036745.JPEG,pelican,144
412,ILSVRC2012_val_00038118.JPEG,pelican,144
413,ILSVRC2012_val_00022974.JPEG,muzzle,676
414,ILSVRC2012_val_00002923.JPEG,muzzle,676
415,ILSVRC2012_val_00030040.JPEG,muzzle,676
416,ILSVRC2012_val_00049829.JPEG,muzzle,676
417,ILSVRC2012_val_00048668.JPEG,snorkel,801
418,ILSVRC2012_val_00042178.JPEG,snorkel,801
419,ILSVRC2012_val_00046167.JPEG,snorkel,801
420,ILSVRC2012_val_00031510.JPEG,plastic bag,728
421,ILSVRC2012_val_00020845.JPEG,plastic bag,728
422,ILSVRC2012_val_00015317.JPEG,plastic bag,728
423,ILSVRC2012_val_00026507.JPEG,fireboat,554
424,ILSVRC2012_val_00042164.JPEG,fireboat,554
425,ILSVRC2012_val_00013632.JPEG,fireboat,554
426,ILSVRC2012_val_00017026.JPEG,fireboat,554
427,ILSVRC2012_val_00033162.JPEG,quail,85
428,ILSVRC2012_val_00046089.JPEG,quail,85
429,ILSVRC2012_val_00013364.JPEG,quail,85
430,ILSVRC2012_val_00033238.JPEG,desktop computer,527
431,ILSVRC2012_val_00002626.JPEG,desktop computer,527
432,ILSVRC2012_val_00005972.JPEG,desktop computer,527
433,ILSVRC2012_val_00016800.JPEG,desktop computer,527
434,ILSVRC2012_val_00013808.JPEG,redshank,141
435,ILSVRC2012_val_00034441.JPEG,redshank,141
436,ILSVRC2012_val_00005034.JPEG,redshank,141
437,ILSVRC2012_val_00030626.JPEG,weasel,356
438,ILSVRC2012_val_00024653.JPEG,weasel,356
439,ILSVRC2012_val_00037395.JPEG,weasel,356
440,ILSVRC2012_val_00026889.JPEG,weasel,356
441,ILSVRC2012_val_00022832.JPEG,weasel,356
442,ILSVRC2012_val_00042483.JPEG,weasel,356
443,ILSVRC2012_val_00039248.JPEG,fire engine,555
444,ILSVRC2012_val_00010690.JPEG,fire engine,555
445,ILSVRC2012_val_00003016.JPEG,fire engine,555
446,ILSVRC2012_val_00017677.JPEG,cricket,312
447,ILSVRC2012_val_00034566.JPEG,cricket,312
448,ILSVRC2012_val_00040533.JPEG,cricket,312
449,ILSVRC2012_val_00032826.JPEG,kelpie,227
450,ILSVRC2012_val_00037703.JPEG,kelpie,227
451,ILSVRC2012_val_00021838.JPEG,kelpie,227
452,ILSVRC2012_val_00041416.JPEG,kelpie,227
453,ILSVRC2012_val_00024348.JPEG,four-poster,564
454,ILSVRC2012_val_00028591.JPEG,flute,558
455,ILSVRC2012_val_00021856.JPEG,flute,558
456,ILSVRC2012_val_00003784.JPEG,flute,558
457,ILSVRC2012_val_00021414.JPEG,flute,558
458,ILSVRC2012_val_00048122.JPEG,flute,558
459,ILSVRC2012_val_00046293.JPEG,bow,456
460,ILSVRC2012_val_00033814.JPEG,bow,456
461,ILSVRC2012_val_00031286.JPEG,bow,456
462,ILSVRC2012_val_00029134.JPEG,traffic light,920
463,ILSVRC2012_val_00024952.JPEG,traffic light,920
464,ILSVRC2012_val_00018625.JPEG,traffic light,920
465,ILSVRC2012_val_00016315.JPEG,Welsh springer spaniel,218
466,ILSVRC2012_val_00019002.JPEG,Welsh springer spaniel,218
467,ILSVRC2012_val_00049642.JPEG,Welsh springer spaniel,218
468,ILSVRC2012_val_00047671.JPEG,flat-coated retriever,205
469,ILSVRC2012_val_00003898.JPEG,flat-coated retriever,205
470,ILSVRC2012_val_00033072.JPEG,flat-coated retriever,205
471,ILSVRC2012_val_00010608.JPEG,mushroom,947
472,ILSVRC2012_val_00048066.JPEG,mushroom,947
473,ILSVRC2012_val_00040265.JPEG,water bottle,898
474,ILSVRC2012_val_00020977.JPEG,water bottle,898
475,ILSVRC2012_val_00049929.JPEG,water bottle,898
476,ILSVRC2012_val_00017776.JPEG,squirrel monkey,382
477,ILSVRC2012_val_00002561.JPEG,squirrel monkey,382
478,ILSVRC2012_val_00002011.JPEG,squirrel monkey,382
479,ILSVRC2012_val_00044755.JPEG,leatherback turtle,34
480,ILSVRC2012_val_00038140.JPEG,leatherback turtle,34
481,ILSVRC2012_val_00020907.JPEG,leatherback turtle,34
482,ILSVRC2012_val_00033869.JPEG,racket,752
